row_id,question,gold_answer,gold_kg,llm_answer,llm_kg,context,context_kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Are voiding symptoms really associated with abnormal urodynamic voiding parameters in women?,Poor steam and strain are weakly predictive of abnormal voiding function.,"[['Poor stream', 'is_predictive_of', 'residual_volume_greater_than_100_mL'], ['Poor stream', 'is_predictive_of', 'residual_volume_greater_than_150_mL'], ['Straining', 'is_predictive_of', 'residual_volume_greater_than_100_mL'], ['Straining', 'is_predictive_of', 'residual_volume_greater_than_150_mL'], ['Maximum flow rate', 'is_less_than', '15_mL/s'], ['Poor stream', 'occurred_in', '10_of_116_women'], ['Straining', 'occurred_in', '14_of_116_women']]","While voiding symptoms are not consistently associated with abnormal urodynamic voiding parameters in women, poor stream and straining are good predictors for residual volume and maximum flow rate, respectively.","[['Voiding symptoms', 'are_not_consistently_associated_with', 'abnormal_urodynamic_voiding_parameters'], ['Poor stream', 'is_a_symptom_of', 'voiding_dysfunction'], ['Straining', 'is_a_symptom_of', 'voiding_dysfunction'], ['Double voiding', 'is_a_symptom_of', 'voiding_dysfunction'], ['Post-micturition_dribbling', 'is_a_symptom_of', 'voiding_dysfunction'], ['Incomplete emptying', 'is_a_symptom_of', 'voiding_dysfunction'], ['Urodynamic_investigations', 'were_conducted_on', '116_women']]","To examine the relationship between voiding symptoms and objective measurements of voiding dysfunction. We prospectively collected data from 116 consecutive women attending for urodynamic investigations. Symptoms of voiding dysfunction and objective voiding parameters including uroflowmetry and post-void residual volume were evaluated. Sixteen (14%) patients reported a symptom of straining, 21 (18%) double voiding, 32 (27%) post-micturition dribbling, 10 (8%) poor stream and 34 (29%) incomplete emptying. Using receiver-operator curves we were unable to determine a cut-off value for flow or residual volume where symptoms became more prevalent. Poor stream was, however, a good predictor for a residual volume of>100 mL and>150 mL. Strain predicted a residual volume of>100 and>150 mL and it correlated with maximum flow rate<15 mL/s. The other three symptoms did not correlate with any of the cut-off values.","[['Data_collection', 'was_conducted_to_examine', 'relationship_between_voiding_symptoms_and_objective_measurements'], ['116_women', 'attended_for', 'urodynamic_investigations'], ['Symptoms_of_voiding_dysfunction', 'were_evaluated', 'objective_voiding_parameters']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Is it possible to predict the procedural time of endoscopic submucosal dissection for early gastric cancer?,"The procedural time of ESD with a Flex knife for EGC can be predicted by tumor size, location, and existence of ulcerative findings. The estimation of procedural time may be very useful to determine the operation schedule.","[['ESD with Flex knife', 'used for', 'prediction of procedural time'], ['procedural time', 'can be predicted', 'by tumor size'], ['procedural time', 'can be predicted', 'by location'], ['procedural time', 'can be predicted', 'by existence of ulcerative findings']]","Yes, it is possible to predict the procedural time of endoscopic submucosal dissection (ESD) for early gastric cancer (EGC) with a high degree of accuracy. The predicted procedural time is nearly equal to the maximal tumor size (mm) multiplied by 2.5, and an additional 40 min is required if the tumor is located in the upper-third of the stomach or has ulcerative findings.","[['ESD with Flex knife', 'used for', 'early gastric cancer treatment'], ['procedural time', 'can be predicted', 'by tumor size'], ['procedural time', 'can be predicted', 'by location'], ['procedural time', 'can be predicted', 'by existence of ulcerative findings'], ['procedural time', 'prediction formula', '= maximal tumor size * 2.5 + 40 (if applicable)'], ['maximal tumor size', 'affects', 'procedural time']]","Endoscopic submucosal dissection (ESD) has been expected to be a possible curative treatment, especially for node-negative early gastric cancer (EGC). We investigated the influential factors on the procedural time of gastric ESD with a Flex knife for the estimation. In 222 intestinal-type EGC resected by ESD experts with established techniques, age, sex, location, circumference, gross type, tumor size, tumor depth, ulcerative findings, the period of ESD, the operator, and the experience of the operator were retrospectively analyzed. Predictors with a significant difference, as determined by multivariate analysis, were used to compose a predictive formula of procedural time. Location, gross type, tumor depth, ulcerative findings, and tumor size were considered influential factors on the procedural time by univariate analysis. Location in the upper-third of the stomach, presence of ulcerative findings, and>20 mm in size were independent factors, as determined by multivariate analysis. Procedural time (min) was nearly equal to the maximal tumor size (mm) multiplied by 2.5, and an additional 40 min was required if the tumor was located in the upper-third of the stomach or had ulcerative findings (in both situations, an additional 80 min was needed).","[['ESD with Flex knife', 'used for', 'curative treatment of node-negative early gastric cancer'], ['procedural time', 'can be predicted', 'by tumor size'], ['procedural time', 'can be predicted', 'by location'], ['procedural time', 'can be predicted', 'by existence of ulcerative findings'], ['location in upper-third of stomach', 'affects', 'procedural time'], ['presence of ulcerative findings', 'affects', 'procedural time'], ['tumor size > 20 mm', 'affects', 'procedural time'], ['procedural time', 'prediction formula', '= maximal tumor size * 2.5 + 40 (if location in upper-third) + 80 (if ulcerative findings)']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,The activation peptide of thrombin-activatable fibrinolysis inhibitor: a role in activity and stability of the enzyme?,"The data presented in this article show that the activation peptide of TAFI is not required for TAFIa activity and that the activation peptide has no effect on the stability of the enzyme. These results are in favour of a model in which the activation peptide solely stabilizes the structure of the proenzyme. After activation of TAFI and subsequent breakage of interactions between the activation peptide and the catalytic domain, the activation peptide is no longer capable of performing this stabilizing task, and the integrity of the catalytic domain is lost rapidly. The resulting TAFIai is more prone to proteolysis and aggregation.","[['TAFI', 'is_a', '56-kDa_procarboxypeptidase'], ['TAFI', 'has_activating_enzyme', 'thrombin'], ['TAFI', 'has_activation_peptide', 'amino_acids_1-92'], ['TAFI_activation_peptide', 'is_a', 'peptide'], ['TAFI_activation_peptide', 'has_length', '92_amino_acids'], ['TAFIa', 'is_a', 'inhibitor_of_fibrinolysis'], ['TAFIa', 'has_activity', 'TAFI_inhibition'], ['TAFIa', 'has_half_life', 'approximately_10_min'], ['TAFIa', 'has_property', 'unstable'], ['TAFIa', 'has_aggregation_state', 'aggregated_into_large_complexes']]","TAFIa is active both before and after removal of the activation peptide. The half-life of TAFIa is identical in the presence and absence of the activation peptide. Furthermore, the activation peptide is not required for TAFIa aggregation.","[['TAFI', 'has_activity_state', 'active_both_before_and_after_removal_of_activation_peptide'], ['TAFIa', 'has_half_life', 'identical_in_presence_and_absence_of_activation_peptide'], ['TAFIa', 'has_property', 'no_requirement_for_activation_peptide_for_aggregation']]","Thrombin-activatable fibrinolysis inhibitor (TAFI) is a 56-kDa procarboxypeptidase. Proteolytic enzymes activate TAFI into TAFIa, an inhibitor of fibrinolysis, by cleaving off the N-terminal activation peptide (amino acids 1-92), from the enzyme moiety. Activated TAFI is unstable, with a half-life of approximately 10 min at 37 degrees C. So far, it is unknown whether the activation peptide is released or remains attached to the catalytic domain, and whether it influences TAFIa's properties. The current study was performed to clarify these issues. TAFI was activated, and the activity and half-life of the enzyme were determined in the presence and absence of the activation peptide. TAFIa was active both before and after removal of the activation peptide, and the half-life of TAFIa was identical in the two preparations. Furthermore, we observed that intrinsically inactivated TAFIa (TAFIai) aggregated into large, insoluble complexes that could be removed by centrifugation.","[['TAFI', 'has_activity_state', 'active_both_in_presence_and_absence_of_activation_peptide'], ['TAFIa', 'has_half_life', 'identical_half_life_in_presence_and_absence_of_activation_peptide'], ['TAFIa', 'has_property', 'no_requirement_for_activation_peptide_for_aggregation'], ['TAFIa', 'has_aggregation_state', 'aggregates_into_large_insoluble_complexes']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Is the action taken by Catalonian primary care doctors adequate in view of the insufficient reduction in blood pressure levels in hypertensive patients?,"Combined therapy is used in almost half of hypertensive patients, with the most common action being a drug combination.","[['combined therapy', 'used by', 'almost half of hypertensive patients'], ['combined therapy', 'consists of', 'drug combination']]",The action taken by Catalonian primary care doctors in view of the insufficient reduction in blood pressure levels in hypertensive patients is inadequate.,"[['Catalonian primary care doctors', 'action taken', 'inadequate'], ['hypertensive patients', 'number', '990'], ['year', '2001', 'study year'], ['DISEHTAC-1996 study', 'participants', '31'], ['12 health centres', 'picked from', 'DISEHTAC-1996 study'], ['hypertensive patients', 'demographics', '58.9% females, mean age: 65.4 (13.01) years'], ['43.8%', 'received', '2 or more antihypertensives'], ['diuretics', 'most common antihypertensives', 'prescribed (47.6%)'], ['poor control', 'change in treatment', 'made in 76.8% (95% CI, 73.6-80) of cases'], ['over 65 years', 'expected action', 'more frequent'], ['grade I of arterial hypertension', 'expected action', 'more frequent']]","To determine the attitude to therapy of primary care staff in view of the lack of reduction in blood pressure. To describe the most commonly used antihypertensives. Descriptive, longitudinal, retrospective study during the year 2001. Primary care, Spain. We analysed 990 hypertensive patients from 12 health centres picked from the 31 participants in the DISEHTAC-1996 study. Age, sex, weight, and height were analysed, along with blood pressure values throughout the year 2001, therapeutic attitude (increase/replacement/combination) with poor control (more than 2 consecutive visits with blood pressure>139 and/or 89 mm Hg), screening and prevalence of cardiovascular risk factors (CVRF), and drugs used. There were 58.9% females; mean age: 65.4 (13.01) years, and 43.8% received 2 or more antihypertensives. The most common antihypertensives prescribed were diuretics (47.6%), and angiotensin-converting enzyme (ACE) inhibitors plus diuretics was the most used combination (22.1%). When there was poor control, some change in treatment was made in 76.8% (95% confidence interval [CI], 73.6-80) of cases. The most common was a combination of drugs (49.6%). The expected action was more frequent in those over 65 years and with a grade I of arterial hypertension (systolic blood pressure [SBP]between 140-150 and diastolic blood pressure [DBP] between 90-99 mm Hg (P<.001).","[['hypertensive patients', 'number', '990'], ['DISEHTAC-1996 study', 'participants', '31'], ['12 health centres', 'picked from', 'DISEHTAC-1996 study'], ['hypertensive patients', 'demographics', '58.9% females, mean age: 65.4 (13.01) years'], ['43.8%', 'received', '2 or more antihypertensives'], ['diuretics', 'most common antihypertensives', 'prescribed (47.6%)'], ['poor control', 'change in treatment', 'made in 76.8% (95% CI, 73.6-80) of cases'], ['Catalonian primary care doctors', 'action taken', 'inadequate'], ['hypertensive patients', 'poor control', 'lack of reduction in blood pressure levels']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Nothing new under the heavens: MIH in the past?,The extensive lesions seen on many of the molars displayed cuspal enamel hypoplasia (CEH). Many of these teeth also exhibited Molar Incisal Hypomineralisation (MIH).,"[['Molar lesions', 'displayed', 'extensive enamel hypoplasia'], ['Extensive enamel hypoplasia', 'manifested as', 'cuspal enamel hypoplasia (CEH)'], ['CEH', 'affected', 'many molars'], ['Molar lesions', 'displayed', 'Molar Incisal Hypomineralisation (MIH)'], ['MIH', 'affected', 'many molars']]","No, the findings are not entirely novel. Although the specific details of the lesions and their severity might differ, the presence of MIH in the sample is consistent with previous reports.","[['MIH', 'affected', 'many molars']]","Dentitions of 45 sub-adults were examined using standard macroscopic methods and systematically recorded. A total of 557 teeth were examined with a *5 lens and photographed. Ages of the individuals were estimated from their dental crown and root development stages and not from charts that combine tooth eruption with development stages. The dental age of the individual and the approximate age of onset of enamel defects was then calculated on the basis of the chronological sequence of incremental deposition and calcification of the enamel matrix. Affected enamel was graded macroscopically as: - Mild:<30% of the tooth's enamel surface area visibly disrupted (this encompasses the entire range reported in most other studies), Moderate: 31-49% of the tooth's enamel surface area visibly disrupted and Severe:>50% of the tooth's enamel surface area visibly disrupted. Of the total number of individuals 41 (93.2%) showed signs of enamel developmental dysplasia or MIH, 28 of them showing moderate or severe lesions of molars, primary or permanent (63.6% of the sample). Incisors and canines, though surviving much less often, showed episodes of linear hypoplasia.",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,N-terminal pro-brain natriuretic peptide in systemic sclerosis: a new cornerstone of cardiovascular assessment?,NT-proBNP reliably detected the presence of cardiac involvement and appears to be a very useful marker to risk stratify patients presenting with SSc.,"[['NT-proBNP', 'is_a', 'biomarker'], ['NT-proBNP', 'used_for', 'detecting_presence_of'], ['NT-proBNP', 'is_useful_for', 'risk_stratifying_patients'], ['NT-proBNP', 'targets', 'patients_presenting_with'], ['NT-proBNP', 'reliably_detects', 'presence_of'], ['NT-proBNP', 'has_value', '704 (878) pg/ml'], ['NT-proBNP', 'has_value', '607 (758) pg/ml'], ['NT-proBNP', 'has_value', '118 (112) pg/ml'], ['NT-proBNP', 'has_value', '96 (78) pg/ml']]",NT-proBNP is a highly sensitive and specific biomarker for detecting cardiac involvement in patients with systemic sclerosis. It can be used in conjunction with standard echocardiography and tissue Doppler echocardiography to diagnose and monitor the progression of cardiovascular complications in SSc.,"[['NT-proBNP', 'is_a', 'biomarker'], ['NT-proBNP', 'used_in_conjunction_with', 'echocardiography'], ['NT-proBNP', 'used_in_conjunction_with', 'tissue_Doppler_echocardiography'], ['NT-proBNP', 'can_be_used_for', 'diagnosing_and_monitoring_progression'], ['NT-proBNP', 'has_value', '704 (878) pg/ml'], ['NT-proBNP', 'has_value', '607 (758) pg/ml'], ['NT-proBNP', 'has_value', '118 (112) pg/ml'], ['NT-proBNP', 'has_value', '96 (78) pg/ml'], ['NT-proBNP', 'reliably_detects', 'depressed_myocardial_contractility']]","Cardiac involvement, a common and often fatal complication of systemic sclerosis (SSc), is currently detected by standard echocardiography enhanced by tissue Doppler echocardiography (TDE). The performance of the biomarker of cardiovascular disease, N-terminal pro-brain natriuretic peptide (NT-proBNP), in the detection of cardiac involvement by SSc was examined. A total of 69 consecutive patients with SSc (mean (SD) age 56 (13) years, 56 women) were prospectively studied with standard echocardiography and TDE measurements of longitudinal mitral and tricuspid annular velocities. Plasma NT-proBNP was measured in all patients. Overall, 18 patients had manifestations of cardiac involvement, of whom 7 had depressed left ventricular and 8 depressed right ventricular myocardial contractility, and 8 had elevated systolic pulmonary arterial pressure. Patients with reduced contractility had increased mean (SD) NT-proBNP (704 (878) pg/ml versus 118 (112) pg/ml in patients with normal myocardial contractility, p<0.001). Similarly, NT-proBNP was higher in patients with (607 (758) pg/ml) than in patients without (96 (78) pg/ml) manifestations of overall cardiac involvement (p<0.001). Receiver operating characteristic analysis showed NT-proBNP reliably detected depressed myocardial contractility and overall cardiac involvement (area under the curve 0.905 (95% CI 0.814 to 0.996) and 0.935 (95% CI 0.871 to 0.996), respectively). Considering patients with SSc with normal echocardiography and TDE as controls, and using a 125 pg/ml cut-off concentration, sensitivity and specificity were 92% and 71% in the detection of depressed myocardial contractility, and 94% and 78% for overall cardiac involvement.","[['NT-proBNP', 'is_a', 'biomarker'], ['NT-proBNP', 'used_for', 'detecting_cardiac_involvement_by_SSc'], ['standard_echocardiography', 'used_for', 'detecting_cardiac_involvement_by_SSc'], ['tissue_Doppler_echocardiography', 'used_for', 'enhancing_detection_of_cardiac_involvement_by_SSc'], ['NT-proBNP', 'has_value', '704 (878) pg/ml'], ['NT-proBNP', 'has_value', '607 (758) pg/ml'], ['NT-proBNP', 'has_value', '118 (112) pg/ml'], ['NT-proBNP', 'has_value', '96 (78) pg/ml'], ['NT-proBNP', 'reliably_detects', 'depressed_myocardial_contractility'], ['standard_echocardiography', 'detects', 'cardiac_involvement_by_SSc'], ['tissue_Doppler_echocardiography', 'enhances_detection_of', 'cardiac_involvement_by_SSc'], ['NT-proBNP', 'performance_in_detection_of_cardiac_involvement_by_SSc', 'examined']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Epidemiological surveillance of mycoplasmas belonging to the 'Mycoplasma mycoides' cluster: is DGGE fingerprinting of 16S rRNA genes suitable?,"The DGGE technique is robust and valuable as a first-line test, but the patterns obtained for strains belonging to the 'M. mycoides' cluster were too variable within a taxon and in contrast too conserved between taxa to allow an unequivocal identification of isolates without further analysis.","[['DGGE technique', 'used for', 'first-line test'], ['patterns obtained', 'belong to', 'strains'], ['strains', 'cluster', 'M. mycoides'], ['patterns obtained', 'too variable', 'within a taxon'], ['patterns obtained', 'too conserved', 'between taxa'], ['further analysis', 'needed', 'for unequivocal identification']]","DGGE fingerprinting of 16S rRNA genes is a suitable technique for epidemiological surveillance of mycoplasmas belonging to the 'Mycoplasma mycoides' cluster. The technique was able to detect and identify a large number of strains, and the results were comparable to those obtained by antigenic testing and sequence analysis.","[['mycoplasmas', 'belong to', 'Mycoplasma mycoides cluster'], ['DGGE fingerprinting', 'detected and identified', 'large number of strains'], ['results obtained', 'comparable to', 'antigenic testing'], ['results obtained', 'comparable to', 'sequence analysis']]","The analysis by Denaturing Gradient Gel Electrophoresis (DGGE) of the PCR-amplified V3 region of 16S rRNA gene was previously shown to detect and differentiate a large number of human and animal mycoplasmas. In this study, we further assessed the suitability of the technique for epidemiological surveillance of mycoplasmas belonging to the 'Mycoplasma mycoides' cluster, a phylogenetic group that includes major ruminant pathogens. The V3 region of 16S rRNA genes from approx. 50 field strains was amplified and analysed by DGGE. Detection and identification results were compared with the ones obtained by antigenic testing and sequence analysis.","[['DGGE analysis', 'previously shown', 'detect and differentiate'], ['mycoplasmas', 'belong to', 'Mycoplasma mycoides cluster'], ['V3 region of 16S rRNA genes', 'amplified and analysed', 'by DGGE'], ['detection and identification results', 'compared with', 'antigenic testing'], ['detection and identification results', 'compared with', 'sequence analysis']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Does leisure time physical activity in early pregnancy protect against pre-eclampsia?,We were unable to document a protective effect of leisure time physical activity against pre-eclampsia. Our data even suggest that leisure time physical activity exceeding 270 minutes/week in first trimester may increase risk of severe pre-eclampsia.,"[['Leisure time physical activity', 'has_effect_on', 'pre-eclampsia'], ['Leisure time physical activity', 'exceeding', '270 minutes/week'], ['Leisure time physical activity exceeding 270 minutes/week', 'increases_risk_of', 'severe pre-eclampsia']]","No, the data does not suggest that leisure time physical activity in early pregnancy protects against pre-eclampsia.","[['Leisure time physical activity', 'does_not_protect_against', 'pre-eclampsia']]","To examine the association between physical activity in early pregnancy and risk of pre-eclampsia. Prospective cohort. Denmark. A total of 85,139 pregnant Danish women, recruited between 1996 and 2002. The authors assessed leisure time physical activity in first trimester by a telephone interview and categorised women a priori into seven groups: 0 (reference), 1-44, 45-74, 75-149, 150-269, 270-419 and 420+ minutes/week. Pre-eclampsia diagnoses were extracted from the Danish National Patient Registry. A number of potential confounders were adjusted for by logistic regression. Pre-eclampsia and severe pre-eclampsia. The two highest physical activity levels were associated with increased risk of severe pre-eclampsia compared with the nonexercising group, with adjusted odds ratios of 1.65 (95% CI: 1.11-2.43) and 1.78 (95% CI: 1.07-2.95), whereas more moderate levels of physical activity (1-270 minutes/week) had no statistically significant association with risk of pre-eclampsia (total n = 85,139).","[['Study', 'examines', 'association_between_physical_activity_and_pre-eclampsia'], ['Study', 'is_a', 'prospective_cohort_study'], ['Study', 'recruited_women_between', '1996'], ['Leisure time physical activity', 'has_impact_on', 'pre-eclampsia_risk'], ['Leisure time physical activity_150-269 minutes/week', 'has_no_statistically_significant_association_with', 'pre-eclampsia'], ['Leisure time physical activity_270-419 minutes/week', 'has_no_statistically_significant_association_with', 'pre-eclampsia'], ['Leisure time physical activity_420+ minutes/week', 'has_no_statistically_significant_association_with', 'pre-eclampsia'], ['Pre-eclampsia_diagnoses', 'extracted_from', 'Danish_National_Patient_Registry'], ['Pre-eclampsia', 'has_diagnoses_from', 'Danish_National_Patient_Registry'], ['Pre-eclampsia_severe', 'is_a_type_of', 'Pre-eclampsia'], ['Pre-eclampsia_severe_1.65_95%_CI', 'has_adjusted_odds_ratio', '1.11-2.43'], ['Pre-eclampsia_severe_1.78_95%_CI', 'has_adjusted_odds_ratio', '1.07-2.95']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Is TrpM5 a reliable marker for chemosensory cells?,We conclude that TrpM5 is not a reliable marker for chemosensory cells. The TrpM5-positive cells of the olfactory epithelium are microvillous and may be chemoresponsive albeit not part of the sensory apparatus. Activity of these microvillous cells may however influence functionality of local elements of the olfactory system.,"[['TrpM5', 'is_not', 'reliable_marker_for_chemosensory_cells'], ['TrpM5-positive_cells', 'located_in', 'olfactory_epithelium']]","No, TrpM5 is not a reliable marker for chemosensory cells in the main olfactory epithelium of mice.","[['TrpM5', 'is_not', 'reliable_marker_for_chemosensory_cells_in_main_olfactory_epithelium_of_mice']]","In the past, ciliated receptor neurons, basal cells, and supporting cells were considered the principal components of the main olfactory epithelium. Several studies reported the presence of microvillous cells but their function is unknown. A recent report showed cells in the main olfactory epithelium that express the transient receptor potential channel TrpM5 claiming that these cells are chemosensory and that TrpM5 is an intrinsic signaling component of mammalian chemosensory organs. We asked whether the TrpM5-positive cells in the olfactory epithelium are microvillous and whether they belong to a chemosensory system, i.e. are olfactory neurons or trigeminally-innervated solitary chemosensory cells. We investigated the main olfactory epithelium of mice at the light and electron microscopic level and describe several subpopulations of microvillous cells. The ultrastructure of the microvillous cells reveals at least three morphologically different types two of which express the TrpM5 channel. None of these cells have an axon that projects to the olfactory bulb. Tests with a large panel of cell markers indicate that the TrpM5-positive cells are not sensory since they express neither neuronal markers nor are contacted by trigeminal nerve fibers.","[['main_olfactory_epithelium', 'consists_of', ""['ciliated_receptor_neurons', 'basal_cells', 'supporting_cells']""], ['microvillous_cells', 'present_in', 'main_olfactory_epithelium']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Do proton-pump inhibitors increase the risk for nosocomial pneumonia in a medical intensive care unit?,"Prior use of a proton-pump inhibitor did not correlate with a significant increase in the risk of developing NP. This risk was higher with the administration of sedatives or neuromuscular blockers, increased disease severity, and placement of a central venous catheter.","[['Proton-pump inhibitor', 'did not correlate with', 'significant increase in risk of NP'], ['Proton-pump inhibitor', 'risk increased by', ""['sedatives or neuromuscular blockers', 'increased disease severity', 'placement of central venous catheter']""]]","No, proton-pump inhibitors do not increase the risk of nosocomial pneumonia in a medical intensive care unit population.","[['Proton-pump inhibitor', 'does not increase risk of', 'nosocomial pneumonia']]","The aim of this study was to determine whether the use of gastric acid-suppressive agents increases the risk of nosocomial pneumonia (NP) in a medical intensive care unit population. Retrospective cohort study in a medical intensive care unit of a 554-bed, university-affiliated, academic medical center. A total of 924 medical records were included in the database during the study period of which 787 patients were included in the study. Out of this cohort,104 patients (13.2%) eventually developed a NP. The risk for patients who received proton-pump inhibitors (adjusted hazard ratio [AHR] 0.63; 95% CI 0.39-1.01) was not significantly different than in non exposed patients. Variables most strongly associated with NP were the administration of sedatives or neuromuscular blockers for at least 2 consecutive days (AHR 3.39;95% CI 1.99-5.75), an Acute Physiology and Chronic Health Evaluation II (APACHE II) severity score greater than 15 (AHR, 3.34; 95% CI 1.82-6.50), and presence of a central venous catheter (AHR, 1.76; 95% CI 1.12-2.76).","[['Study', 'aim', 'determine whether use of gastric acid-suppressive agents increases risk of nosocomial pneumonia'], ['Medical records', 'included in database', '924'], ['Patients', 'included in study', '787'], ['Patients', 'developed NP', '104'], ['Proton-pump inhibitors', 'administered to patients', 'AHR 0.63; 95% CI 0.39-1.01'], ['Sedatives or neuromuscular blockers', 'administered to patients for at least 2 days', 'AHR 3.39; 95% CI 1.99-5.75'], ['APACHE II severity score', 'greater than 15', 'AHR 3.34; 95% CI 1.82-6.50'], ['Central venous catheter', 'present', 'AHR 1.76; 95% CI 1.12-2.76']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,A tale of two countries--the United States and Japan: are differences in health due to differences in overweight?,"Despite similar standards of living and health care systems for older persons, the conditions associated with poor health differ in the US and Japan. Being overweight or obese appears to be related to more functioning problems and arthritis in the US than in Japan.","[['US', 'has_similar_standards_of_living_and_health_care_systems_as', 'Japan'], ['older_persons_in_US', 'have_different_health_conditions_than', 'older_persons_in_Japan']]","Yes, there are marked differences in the relative health of the elderly populations in the US and Japan, largely due to differences in the prevalence of overweight and obesity.",[],"Despite similar standards of living and health care systems for older persons, there are marked differences in the relative health of the elderly populations in the United States (US) and Japan. We explore the association of overweight and obesity with these health disparities. Data on older adults from the US National Health Interview Survey (1994) and the Longitudinal Study of Aging II (1994) were compared to similar data from the 1999-2001 Nihon University Japanese Longitudinal Study of Aging. Regression analyses for the 2 countries were conducted to examine the correlates of being overweight and obese, and the relationships of overweight and obesity with activities of daily living functioning, heart disease, arthritis, and diabetes. The prevalence of overweight and obesity is higher in the US than in Japan, as is the prevalence of heart disease, diabetes, arthritis, and functioning problems. Education level and marital status are predictors of overweight for older Americans but not for older Japanese people. Health behaviors affect weight in all groups. The prevalence of functioning problems and disease are more likely to be associated with being overweight in US men and women than in Japanese women, and are not associated with being overweight in Japanese men.",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Is there a distinct form of developmental dyslexia in children with specific language impairment?,"This study confirms that there are parallels between dyslexic children with language disorders and their dyslexic peers with intact language skills, at least in terms of their performance on reading and writing tests.","[['study', 'confirms', 'parallels'], ['parallels', 'exist', 'between_dyslexic_children'], ['between_dyslexic_children', 'terms_of', 'language_disorders'], ['dyslexic_peers', 'comparable_on', 'reading_and_writing_tests'], ['reading_and_writing_tests', 'terms_of', 'performance']]","No, there does not appear to be a distinct form of developmental dyslexia in children with specific language impairment. The results suggest that SLI and non-SLI dyslexic children are comparable on a behavioral level.","[['study', 'suggests', 'no_distinct_form'], ['no_distinct_form', 'developmental_dyslexia', 'children_with_SLI'], ['children_with_SLI', 'comparable_on_behavioral_level', 'non-SLI_dyslexic_children']]","The aim of this study was to identify quantitative and qualitative differences between the reading and writing skills of children with developmental dyslexia and those of dyslexic children with a specific language impairment (SLI). It is suggested that although the etiology of developmental dyslexia and SLI may be diverse, dyslexic children with SLI and their language-intact peers are comparable on a behavioral level. Three groups of second-grade children were compared on reading and writing tests with single words and nonwords: 15 dyslexic children with a history of SLI (SLI group), 15 dyslexic children with a typical pattern of language development (non-SLI group), and a control group of 30 children with no clinical history of learning disabilities or communication disorders. Analysis of the results revealed the performances of both SLI and non-SLI dyslexic groups to be comparable in terms of speed, accuracy, and error typology.","[['study', 'aim', 'identify_differences'], ['children_with_developmental_dyslexia', 'comparison_with', 'dyslexic_children_with_SLI'], ['dyslexic_children_with_SLI', 'comparison_with', 'control_group'], ['analysis_of_results', 'revealed', 'comparable_performances'], ['SLI_and_non-SLI_dyslexic_groups', 'terms_of', 'speed_accuracy_and_error_typology']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
