id,paragraph_1,kg_1,paragraph_2,kg_2
306,"The rabies virus inactivated antigen decreases the efficacy of vilanterol, ozanimod, and hydrocortisone butyrate. Abatacept decreases the efficacy of the rabies virus inactivated antigen, rotavirus vaccine, and modified vaccinia ankara. Modified vaccinia ankara decreases the efficacy of abetimus and ropeginterferon alfa-2b. Rotavirus vaccine decreases the efficacy of dexrazoxane, vinblastine, and triptolide.","[[""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""vilanterol""], [""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""ozanimod""], [""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""hydrocortisone_butyrate""], [""abatacept"", ""decreases_efficacy_of"", ""rabies_virus_inactivated_antigen""], [""abatacept"", ""decreases_efficacy_of"", ""rotavirus_vaccine""], [""abatacept"", ""decreases_efficacy_of"", ""modified_vaccinia_ankara""], [""modified_vaccinia_ankara"", ""decreases_efficacy_of"", ""abetimus""], [""modified_vaccinia_ankara"", ""decreases_efficacy_of"", ""ropeginterferon_alfa-2b""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""dexrazoxane""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""vinblastine""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""triptolide""]]","The rabies virus inactivated antigen decreases the efficacy of vilanterol, ozanimod, and hydrocortisone butyrate. Additionally, abatacept decreases the efficacy of the rotavirus vaccine while the modified vaccinia ankara decreases the efficacy of abetimus and ropeginterferon alfa-2b. Furthermore, the rotavirus vaccine decreases the efficacy of dexrazoxane, vinblastine, and triptolide.","[[""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""vilanterol""], [""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""ozanimod""], [""rabies_virus_inactivated_antigen"", ""decreases_efficacy_of"", ""hydrocortisone_butyrate""], [""abatacept"", ""decreases_efficacy_of"", ""rotavirus_vaccine""], [""modified_vaccinia_ankara"", ""decreases_efficacy_of"", ""abetimus""], [""modified_vaccinia_ankara"", ""decreases_efficacy_of"", ""ropeginterferon_alfa-2b""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""dexrazoxane""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""vinblastine""], [""rotavirus_vaccine"", ""decreases_efficacy_of"", ""triptolide""]]"
307,"The drug olanzapine decreases the activity of effectiveness, decreases the efficacy of luseogliflozin, and has a side effect of water intoxication. Glycopyrronium decreases the efficacy of magnesium citrate, deacetylbisacodyl, and konjac mannan. Bisoxatin decreases the efficacy of olanzapine, glycopyrronium, and solifenacin.","[[""olanzapine"", ""decreases"", ""activity_of_effectiveness""], [""olanzapine"", ""decreases"", ""efficacy_of_luseogliflozin""], [""olanzapine"", ""has_side_effect"", ""water_intoxication""], [""glycopyrronium"", ""decreases"", ""efficacy_of_magnesium_citrate""], [""glycopyrronium"", ""decreases"", ""efficacy_of_deacetylbisacodyl""], [""glycopyrronium"", ""decreases"", ""efficacy_of_konjac_mannan""], [""bisoxatin"", ""decreases"", ""efficacy_of_olanzapine""], [""bisoxatin"", ""decreases"", ""efficacy_of_glycopyrronium""], [""bisoxatin"", ""decreases"", ""efficacy_of_solifenacin""]]","The drug olanzapine reduces the efficacy of luseogliflozin and increases the activity of effectiveness. It also has a side effect of water intoxication. On the other hand, glycopyrronium decreases the efficacy of magnesium citrate, deacetylbisacodyl, and konjac mannan. Furthermore, bisoxatin decreases the efficacy of olanzapine, glycopyrronium, and solifenacin.","[[""olanzapine"", ""reduces"", ""efficacy_of_luseogliflozin""], [""olanzapine"", ""increases"", ""activity_of_effectiveness""], [""olanzapine"", ""has_side_effect"", ""water_intoxication""], [""glycopyrronium"", ""decreases"", ""efficacy_of_magnesium_citrate""], [""glycopyrronium"", ""decreases"", ""efficacy_of_deacetylbisacodyl""], [""glycopyrronium"", ""decreases"", ""efficacy_of_konjac_mannan""], [""bisoxatin"", ""decreases"", ""efficacy_of_olanzapine""], [""bisoxatin"", ""decreases"", ""efficacy_of_glycopyrronium""], [""bisoxatin"", ""decreases"", ""efficacy_of_solifenacin""]]"
308,"The drug insulin human increases the effect of hypoglycemia, but decreases the efficacy of dienestrol and bifeprunox. Tibolone decreases the efficacy of insulin human and somapacitan, and has a side effect of breast tenderness.","[[""insulin_human"", ""increases"", ""hypoglycemia""], [""insulin_human"", ""decreases"", ""dienestrol""], [""insulin_human"", ""decreases"", ""bifeprunox""], [""tibolone"", ""decreases"", ""insulin_human""], [""tibolone"", ""decreases"", ""somapacitan""], [""tibolone"", ""has_side_effect"", ""breast_tenderness""]]","The hormone insulin human decreases the efficacy of dienestrol and bifeprunox, and also decreases the effect of hypoglycemia. Tibolone reduces the efficacy of insulin human and somapacitan, and is associated with a side effect of breast tenderness.","[[""insulin_human"", ""decreases"", ""dienestrol""], [""insulin_human"", ""decreases"", ""bifeprunox""], [""insulin_human"", ""decreases"", ""hypoglycemia""], [""tibolone"", ""reduces"", ""insulin_human""], [""tibolone"", ""reduces"", ""somapacitan""], [""tibolone"", ""associated_with"", ""breast_tenderness""]]"
309,"The gene MECP2 is known to cause various conditions, including encephalopathy, Rett syndrome, and autism susceptibility. Rett syndrome is associated with phenotypes such as gastroesophageal reflux, scoliosis, and sleep disturbance. Encephalopathy is linked to global developmental delay and feeding difficulties in infancy. Autism susceptibility is linked to phenotypes like inflexible adherence to routines, intellectual disability, and delayed speech and language development.","[[""MECP2"", ""causes"", ""encephalopathy""], [""MECP2"", ""causes"", ""Rett_syndrome""], [""MECP2"", ""causes"", ""autism_susceptibility""], [""Rett_syndrome"", ""associated_with"", ""gastroesophageal_reflux""], [""Rett_syndrome"", ""associated_with"", ""scoliosis""], [""Rett_syndrome"", ""associated_with"", ""sleep_disturbance""], [""encephalopathy"", ""linked_to"", ""global_developmental_delay""], [""encephalopathy"", ""linked_to"", ""feeding_difficulties_in_infancy""], [""autism_susceptibility"", ""linked_to"", ""inflexible_adherence_to_routines""], [""autism_susceptibility"", ""linked_to"", ""intellectual_disability""], [""autism_susceptibility"", ""linked_to"", ""delayed_speech_and_language_development""]]","The gene MECP2 is known to cause several conditions including encephalopathy, Rett syndrome, and autism susceptibility. Rett syndrome is associated with phenotypes such as gastroesophageal reflux, scoliosis, and sleep disturbance. Encephalopathy presents with phenotypes like global developmental delay and feeding difficulties in infancy. Additionally, autism susceptibility is linked to phenotypes including inflexible adherence to routines, intellectual disability, and delayed speech and language development.","[[""MECP2"", ""causes"", ""encephalopathy""], [""MECP2"", ""causes"", ""Rett_syndrome""], [""MECP2"", ""causes"", ""autism_susceptibility""], [""Rett_syndrome"", ""associated_with"", ""gastroesophageal_reflux""], [""Rett_syndrome"", ""associated_with"", ""scoliosis""], [""Rett_syndrome"", ""associated_with"", ""sleep_disturbance""], [""encephalopathy"", ""presents_with"", ""global_developmental_delay""], [""encephalopathy"", ""presents_with"", ""feeding_difficulties_in_infancy""], [""autism_susceptibility"", ""linked_to"", ""inflexible_adherence_to_routines""], [""autism_susceptibility"", ""linked_to"", ""intellectual_disability""], [""autism_susceptibility"", ""linked_to"", ""delayed_speech_and_language_development""]]"
310,"The drug mazaticol decreases the efficacy of pyridostigmine, terbutaline, and demecarium. Terbutaline further decreases the efficacy of methotrimeprazine, mepenzolate, and piperidolate. Pyridostigmine decreases the efficacy of buclizine, paramethasone, and propiverine. Propiverine decreases the efficacy of metamfetamine and thiotepa. Lastly, demecarium decreases the efficacy of ipratropium, otilonium, and betamethasone phosphate.","[[""Mazaticol"", ""decreases_efficacy_of"", ""Pyridostigmine""], [""Mazaticol"", ""decreases_efficacy_of"", ""Terbutaline""], [""Mazaticol"", ""decreases_efficacy_of"", ""Demecarium""], [""Terbutaline"", ""decreases_efficacy_of"", ""Methotrimeprazine""], [""Terbutaline"", ""decreases_efficacy_of"", ""Mepenzolate""], [""Terbutaline"", ""decreases_efficacy_of"", ""Piperidolate""], [""Pyridostigmine"", ""decreases_efficacy_of"", ""Buclizine""], [""Pyridostigmine"", ""decreases_efficacy_of"", ""Paramethasone""], [""Pyridostigmine"", ""decreases_efficacy_of"", ""Propiverine""], [""Propiverine"", ""decreases_efficacy_of"", ""Metamfetamine""], [""Propiverine"", ""decreases_efficacy_of"", ""Thiotepa""], [""Demecarium"", ""decreases_efficacy_of"", ""Ipratropium""], [""Demecarium"", ""decreases_efficacy_of"", ""Otilonium""], [""Demecarium"", ""decreases_efficacy_of"", ""Betamethasone_phosphate""]]","Mazaticol decreases the efficacy of demecarium. Terbutaline decreases the efficacy of methotrimeprazine, mepenzolate, and piperidolate. Pyridostigmine decreases the efficacy of buclizine and paramethasone. Propiverine decreases the efficacy of metamfetamine and thiotepa. Demecarium decreases the efficacy of ipratropium, otilonium, and betamethasone phosphate.","[[""Mazaticol"", ""decreases_efficacy_of"", ""Demecarium""], [""Terbutaline"", ""decreases_efficacy_of"", ""Methotrimeprazine""], [""Terbutaline"", ""decreases_efficacy_of"", ""Mepenzolate""], [""Terbutaline"", ""decreases_efficacy_of"", ""Piperidolate""], [""Pyridostigmine"", ""decreases_efficacy_of"", ""Buclizine""], [""Pyridostigmine"", ""decreases_efficacy_of"", ""Paramethasone""], [""Propiverine"", ""decreases_efficacy_of"", ""Metamfetamine""], [""Propiverine"", ""decreases_efficacy_of"", ""Thiotepa""], [""Demecarium"", ""decreases_efficacy_of"", ""Ipratropium""], [""Demecarium"", ""decreases_efficacy_of"", ""Otilonium""], [""Demecarium"", ""decreases_efficacy_of"", ""Betamethasone_phosphate""]]"
311,The drug aminophylline increases the activity of the hyperkalemic activities but decreases the efficacy of phenobarbital. It also has a side effect of poisoning. Regramostim decreases the efficacy of profenamine and dexetimide. Phenobarbital decreases the efficacy of regramostim and has side effects including folate deficiency and necrosis.,"[[""aminophylline"", ""increases"", ""hyperkalemic_activities""], [""aminophylline"", ""decreases"", ""phenobarbital""], [""aminophylline"", ""has_side_effect"", ""poisoning""], [""regramostim"", ""decreases"", ""profenamine""], [""regramostim"", ""decreases"", ""dextimide""], [""phenobarbital"", ""decreases"", ""regramostim""], [""phenobarbital"", ""has_side_effect"", ""folate_deficiency""], [""phenobarbital"", ""has_side_effect"", ""necrosis""]]",The drug aminophylline decreases the efficacy of phenobarbital and has side effects leading to poisoning. Aminophylline also decreases the activity of the hyperkalemic activities. Regramostim reduces the efficacy of profenamine and dexetimide. Phenobarbital decreases the efficacy of regramostim and has side effects such as folate deficiency and necrosis.,"[[""aminophylline"", ""decreases"", ""phenobarbital""], [""aminophylline"", ""decreases"", ""hyperkalemic_activities""], [""aminophylline"", ""has_side_effect"", ""poisoning""], [""regramostim"", ""reduces"", ""profenamine""], [""regramostim"", ""reduces"", ""dextimide""], [""phenobarbital"", ""decreases"", ""regramostim""], [""phenobarbital"", ""has_side_effect"", ""folate_deficiency""], [""phenobarbital"", ""has_side_effect"", ""necrosis""]]"
312,"Celecoxib increases the activity of the hyperkalemic activities, while decreasing the efficacy of ambrisentan. Celecoxib also targets the sodium-dependent dopamine transporter which is a gene product of SLC6A3. Isoxicam decreases the efficacy of prostalene. Ambrisentan decreases the efficacy of both ibuprofen and isoxicam, and has the side effect of dizziness.","[[""Celecoxib"", ""increases"", ""hyperkalemic_activities""], [""Celecoxib"", ""decreases"", ""ambrisentan""], [""Celecoxib"", ""targets"", ""sodium-dependent_dopamine_transporter""], [""sodium-dependent_dopamine_transporter"", ""gene_product_of"", ""SLC6A3""], [""Isoxicam"", ""decreases"", ""prostalene""], [""Ambrisentan"", ""decreases"", ""ibuprofen""], [""Ambrisentan"", ""decreases"", ""isoxicam""], [""Ambrisentan"", ""has_side_effect"", ""dizziness""]]","Celecoxib decreases the efficacy of ambrisentan and the activity of the hyperkalemic activities. It has a target in the sodium-dependent dopamine transporter. The sodium-dependent dopamine transporter is a gene product of SLC6A3. Additionally, isoxicam decreases the efficacy of prostalene. Meanwhile, ambrisentan decreases the efficacy of ibuprofen and isoxicam, and it also has the side effect of dizziness.","[[""Celecoxib"", ""decreases"", ""ambrisentan""], [""Celecoxib"", ""decreases"", ""hyperkalemic_activities""], [""Celecoxib"", ""targets"", ""sodium-dependent_dopamine_transporter""], [""sodium-dependent_dopamine_transporter"", ""gene_product_of"", ""SLC6A3""], [""Isoxicam"", ""decreases"", ""prostalene""], [""Ambrisentan"", ""decreases"", ""ibuprofen""], [""Ambrisentan"", ""decreases"", ""isoxicam""], [""Ambrisentan"", ""has_side_effect"", ""dizziness""]]"
313,"The drug nizatidine decreases the efficacy of darifenacin, etybenzatropine and has a side effect of Asthenia. Ziprasidone decreases the efficacy of canagliflozin. 1,10-phenanthroline decreases the efficacy of hyoscyamine, gallamine triethiodide, and solifenacin. Diphenidol decreases the efficacy of nizatidine, 1,10-phenanthroline, and monopotassium phosphate. Atropine decreases the efficacy of neostigmine and sodium fluorophosphate, and has a target of solute carrier family 22 member 1. Monopotassium phosphate decreases the efficacy of ziprasidone, atropine, and rociverine.","[[""nizatidine"", ""decreases_efficacy_of"", ""darifenacin""], [""nizatidine"", ""decreases_efficacy_of"", ""etybenzatropine""], [""nizatidine"", ""has_side_effect"", ""Asthenia""], [""ziprasidone"", ""decreases_efficacy_of"", ""canagliflozin""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""hyoscyamine""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""gallamine_triethiodide""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""solifenacin""], [""diphenidol"", ""decreases_efficacy_of"", ""nizatidine""], [""diphenidol"", ""decreases_efficacy_of"", ""1,10-phenanthroline""], [""diphenidol"", ""decreases_efficacy_of"", ""monopotassium_phosphate""], [""atropine"", ""decreases_efficacy_of"", ""neostigmine""], [""atropine"", ""decreases_efficacy_of"", ""sodium_fluorophosphate""], [""atropine"", ""has_target"", ""solute_carrier_family_22_member_1""], [""monopotassium_phosphate"", ""decreases_efficacy_of"", ""ziprasidone""], [""monopotassium_phosphate"", ""decreases_efficacy_of"", ""atropine""], [""monopotassium_phosphate"", ""decreases_efficacy_of"", ""rociverine""]]","The drug nizatidine decreases the efficacy of darifenacin, etybenzatropine and can cause asthenia as a side effect. Ziprasidone's efficacy is decreased by canagliflozin. 1,10-phenanthroline decreases the efficacy of hyoscyamine, gallamine triethiodide, and solifenacin. Diphenidol reduces the efficacy of nizatidine, 1,10-phenanthroline, and monopotassium phosphate. Atropine reduces the efficacy of neostigmine and sodium fluorophosphate, and also targets solute carrier family 22 member 1. Monopotassium phosphate diminishes the efficacy of ziprasidone, atropine, and rociverine.","[[""nizatidine"", ""decreases_efficacy_of"", ""darifenacin""], [""nizatidine"", ""decreases_efficacy_of"", ""etybenzatropine""], [""nizatidine"", ""has_side_effect"", ""asthenia""], [""ziprasidone"", ""efficacy_decreased_by"", ""canagliflozin""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""hyoscyamine""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""gallamine_triethiodide""], [""1,10-phenanthroline"", ""decreases_efficacy_of"", ""solifenacin""], [""diphenidol"", ""reduces_efficacy_of"", ""nizatidine""], [""diphenidol"", ""reduces_efficacy_of"", ""1,10-phenanthroline""], [""diphenidol"", ""reduces_efficacy_of"", ""monopotassium_phosphate""], [""atropine"", ""reduces_efficacy_of"", ""neostigmine""], [""atropine"", ""reduces_efficacy_of"", ""sodium_fluorophosphate""], [""atropine"", ""has_target"", ""solute_carrier_family_22_member_1""], [""monopotassium_phosphate"", ""diminishes_efficacy_of"", ""ziprasidone""], [""monopotassium_phosphate"", ""diminishes_efficacy_of"", ""atropine""], [""monopotassium_phosphate"", ""diminishes_efficacy_of"", ""rociverine""]]"
314,"The drug ethinamate targets both carbonic anhydrase 1 and carbonic anhydrase 2. Carbonic anhydrase 2, which is a gene product of CA2, causes conditions such as osteopetrosis and osteopetrosis with renal tubular acidosis. These conditions are characterized by phenotypes including anemia for osteopetrosis and pancytopenia, abnormal periventricular white matter morphology, and thickened calvaria for osteopetrosis with renal tubular acidosis. Additionally, CA2 acts within the pathway of reversible hydration of carbon dioxide.","[[""ethinamate"", ""targets"", ""carbonic_anhydrase_1""], [""ethinamate"", ""targets"", ""carbonic_anhydrase_2""], [""carbonic_anhydrase_2"", ""gene_product_of"", ""CA2""], [""carbonic_anhydrase_2"", ""causes"", ""osteopetrosis""], [""carbonic_anhydrase_2"", ""causes"", ""osteopetrosis_with_renal_tubular_acidosis""], [""osteopetrosis"", ""characterized_by"", ""anemia""], [""osteopetrosis_with_renal_tubular_acidosis"", ""characterized_by"", ""pancytopenia""], [""osteopetrosis_with_renal_tubular_acidosis"", ""characterized_by"", ""abnormal_periventricular_white_matter_morphology""], [""osteopetrosis_with_renal_tubular_acidosis"", ""characterized_by"", ""thickened_calvaria""], [""CA2"", ""acts_in"", ""reversible_hydration_of_carbon_dioxide""]]","The drug ethinamate targets carbonic anhydrase 2 and carbonic anhydrase 1. Carbonic anhydrase 2, which is the gene product of CA2, causes conditions such as osteopetrosis and osteopetrosis with renal tubular acidosis. Osteopetrosis is associated with phenotypes like anemia. Osteopetrosis with renal tubular acidosis presents phenotypes including pancytopenia, abnormal periventricular white matter morphology, and thickened calvaria. Additionally, CA2 acts within the pathway of reversible hydration of carbon dioxide.","[[""ethinamate"", ""targets"", ""carbonic_anhydrase_2""], [""ethinamate"", ""targets"", ""carbonic_anhydrase_1""], [""carbonic_anhydrase_2"", ""gene_product_of"", ""CA2""], [""carbonic_anhydrase_2"", ""causes"", ""osteopetrosis""], [""carbonic_anhydrase_2"", ""causes"", ""osteopetrosis_with_renal_tubular_acidosis""], [""osteopetrosis"", ""associated_with"", ""anemia""], [""osteopetrosis_with_renal_tubular_acidosis"", ""presents"", ""pancytopenia""], [""osteopetrosis_with_renal_tubular_acidosis"", ""presents"", ""abnormal_periventricular_white_matter_morphology""], [""osteopetrosis_with_renal_tubular_acidosis"", ""presents"", ""thickened_calvaria""], [""CA2"", ""acts_in"", ""reversible_hydration_of_carbon_dioxide""]]"
315,"Sulindac is known to decrease the efficacy of prazosin. Buthiazide decreases the efficacy of morphine but increases the efficacy of enalapril. Rofecoxib has side effects such as influenza and chills. Additionally, it decreases the efficacy of cryptenamine. Cryptenamine, in turn, decreases the efficacy of sulindac and nifenazone while increasing the efficacy of buthiazide. Nifenazone further decreases the efficacy of benzthiazide, furosemide, and azosemide.","[[""Sulindac"", ""decreases_efficacy_of"", ""prazosin""], [""Buthiazide"", ""decreases_efficacy_of"", ""morphine""], [""Buthiazide"", ""increases_efficacy_of"", ""enalapril""], [""Rofecoxib"", ""has_side_effect"", ""influenza""], [""Rofecoxib"", ""has_side_effect"", ""chills""], [""Rofecoxib"", ""decreases_efficacy_of"", ""cryptenamine""], [""Cryptenamine"", ""decreases_efficacy_of"", ""sulindac""], [""Cryptenamine"", ""decreases_efficacy_of"", ""nifenazone""], [""Cryptenamine"", ""increases_efficacy_of"", ""buthiazide""], [""Nifenazone"", ""decreases_efficacy_of"", ""benzthiazide""], [""Nifenazone"", ""decreases_efficacy_of"", ""furosemide""], [""Nifenazone"", ""decreases_efficacy_of"", ""azosemide""], [""Nifenazone"", ""decreases_efficacy_of"", ""sulindac""]]","Sulindac decreases the efficacy of Prazosin, buthiazide decreases the efficacy of morphine while increasing the efficacy of Enalapril. Rofecoxib decreases the efficacy of Cryptenamine and has side effects including Influenza and Chills. Cryptenamine decreases the efficacy of Sulindac and Nifenazone but increases the efficacy of Buthiazide. Nifenazone decreases the efficacy of Benzthiazide, Furosemide, and Azosemide.","[[""Sulindac"", ""decreases_efficacy_of"", ""Prazosin""], [""Buthiazide"", ""decreases_efficacy_of"", ""morphine""], [""Buthiazide"", ""increases_efficacy_of"", ""Enalapril""], [""Rofecoxib"", ""decreases_efficacy_of"", ""Cryptenamine""], [""Rofecoxib"", ""has_side_effect"", ""Influenza""], [""Rofecoxib"", ""has_side_effect"", ""Chills""], [""Cryptenamine"", ""decreases_efficacy_of"", ""Sulindac""], [""Cryptenamine"", ""decreases_efficacy_of"", ""Nifenazone""], [""Cryptenamine"", ""increases_efficacy_of"", ""Buthiazide""], [""Nifenazone"", ""decreases_efficacy_of"", ""Benzthiazide""], [""Nifenazone"", ""decreases_efficacy_of"", ""Furosemide""], [""Nifenazone"", ""decreases_efficacy_of"", ""Azosemide""]]"
316,"Meptazinol decreases the efficacy of several medications including hydrochlorothiazide, magnesium citrate, and clorexolone. Etorphine targets the delta-type opioid receptor but decreases the efficacy of monopotassium phosphate and potassium. Ketobemidone reduces the effectiveness of rolofylline and clopamide. Hydrocodone diminishes the efficacy of sorbitol and samidorphan while also serving as a treatment for dry mouth. Samidorphan weakens the effects of etorphine, ketobemidone, and meptazinol. Additionally, sorbitol reduces the efficacy of profenamine, methscopolamine bromide, and fluoxetine.","[[""Meptazinol"", ""decreases_efficacy_of"", ""hydrochlorothiazide""], [""Meptazinol"", ""decreases_efficacy_of"", ""magnesium_citrate""], [""Meptazinol"", ""decreases_efficacy_of"", ""clorexolone""], [""Etorphine"", ""targets"", ""delta-type_opioid_receptor""], [""Etorphine"", ""decreases_efficacy_of"", ""monopotassium_phosphate""], [""Etorphine"", ""decreases_efficacy_of"", ""potassium""], [""Ketobemidone"", ""reduces_effectiveness_of"", ""rolofylline""], [""Ketobemidone"", ""reduces_effectiveness_of"", ""clopamide""], [""Hydrocodone"", ""diminishes_efficacy_of"", ""sorbitol""], [""Hydrocodone"", ""diminishes_efficacy_of"", ""samidorphan""], [""Hydrocodone"", ""treats"", ""dry_mouth""], [""Samidorphan"", ""weakens_effects_of"", ""etorphine""], [""Samidorphan"", ""weakens_effects_of"", ""ketobemidone""], [""Samidorphan"", ""weakens_effects_of"", ""meptazinol""], [""Sorbitol"", ""reduces_efficacy_of"", ""profenamine""], [""Sorbitol"", ""reduces_efficacy_of"", ""methscopolamine_bromide""], [""Sorbitol"", ""reduces_efficacy_of"", ""fluoxetine""]]","The drug meptazinol decreases the efficacy of hydrochlorothiazide, magnesium citrate, and clorexolone. Etorphine targets the delta-type opioid receptor and decreases the efficacy of monopotassium phosphate and potassium. Ketobemidone decreases the efficacy of rolofylline and clopamide. Hydrocodone decreases the efficacy of sorbitol and samidorphan, while also acting as a substance that treats dry mouth. Samidorphan decreases the efficacy of etorphine, ketobemidone, and meptazinol. Sorbitol decreases the efficacy of profenamine, methscopolamine bromide, and fluoxetine.","[[""Meptazinol"", ""decreases_efficacy_of"", ""hydrochlorothiazide""], [""Meptazinol"", ""decreases_efficacy_of"", ""magnesium_citrate""], [""Meptazinol"", ""decreases_efficacy_of"", ""clorexolone""], [""Etorphine"", ""targets"", ""delta-type_opioid_receptor""], [""Etorphine"", ""decreases_efficacy_of"", ""monopotassium_phosphate""], [""Etorphine"", ""decreases_efficacy_of"", ""potassium""], [""Ketobemidone"", ""decreases_efficacy_of"", ""rolofylline""], [""Ketobemidone"", ""decreases_efficacy_of"", ""clopamide""], [""Hydrocodone"", ""decreases_efficacy_of"", ""sorbitol""], [""Hydrocodone"", ""decreases_efficacy_of"", ""samidorphan""], [""Hydrocodone"", ""treats"", ""dry_mouth""], [""Samidorphan"", ""decreases_efficacy_of"", ""etorphine""], [""Samidorphan"", ""decreases_efficacy_of"", ""ketobemidone""], [""Samidorphan"", ""decreases_efficacy_of"", ""meptazinol""], [""Sorbitol"", ""reduces_efficacy_of"", ""profenamine""], [""Sorbitol"", ""reduces_efficacy_of"", ""methscopolamine_bromide""], [""Sorbitol"", ""reduces_efficacy_of"", ""fluoxetine""]]"
317,"Lymecycline is known to increase the risk of renal failure and decrease the efficacy of carindacillin. It can also lead to side effects such as pigmentation disorder. Typhoid vaccine has been shown to decrease the effectiveness of cefmetazole, pyrazinamide, and prednylidene. Additionally, benzylpenicilloyl polylysine reduces the efficacy of lymecycline, omadacycline, and the typhoid vaccine. Omadacycline targets the 30s ribosomal protein s19.","[[""Lymecycline"", ""increases_risk_of"", ""renal_failure""], [""Lymecycline"", ""decreases_efficacy_of"", ""carindacillin""], [""Lymecycline"", ""leads_to"", ""pigmentation_disorder""], [""Typhoid_vaccine"", ""decreases_effectiveness_of"", ""cefmetazole""], [""Typhoid_vaccine"", ""decreases_effectiveness_of"", ""pyrazinamide""], [""Typhoid_vaccine"", ""decreases_effectiveness_of"", ""prednylidene""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""lymecycline""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""omadacycline""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""typhoid_vaccine""], [""Omadacycline"", ""targets"", ""30s_ribosomal_protein_s19""]]","The drug lymecycline can increase the risk of renal failure, decrease the efficacy of carindacillin, and cause pigmentation disorder as a side effect. Typhoid vaccine decreases the efficacy of cefmetazole, pyrazinamide, and prednylidene. Additionally, benzylpenicilloyl polylysine reduces the efficacy of lymecycline, omadacycline, and typhoid vaccine. Omadacycline specifically targets the 30s ribosomal protein s19.","[[""Lymecycline"", ""increases_risk_of"", ""renal_failure""], [""Lymecycline"", ""decreases_efficacy_of"", ""carindacillin""], [""Lymecycline"", ""causes"", ""pigmentation_disorder""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""cefmetazole""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""pyrazinamide""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""prednylidene""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""lymecycline""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""omadacycline""], [""Benzylpenicilloyl_polylysine"", ""reduces_efficacy_of"", ""typhoid_vaccine""], [""Omadacycline"", ""targets"", ""30s_ribosomal_protein_s19""]]"
318,"Lysergic acid diethylamide increases the activity of the hypertensive activities, has the effect of causing serotonin syndrome, and decreases the efficacy of theodrenaline. Theodrenaline, in turn, decreases the efficacy of brotizolam, increases the efficacy of tianeptine, and decreases the efficacy of loprazolam. Tianeptine increases neuropsychiatric effects and is a substance that treats depressive disorder.","[[""Lysergic_acid_diethylamide"", ""increases"", ""hypertensive_activities""], [""Lysergic_acid_diethylamide"", ""has_effect"", ""serotonin_syndrome""], [""Lysergic_acid_diethylamide"", ""decreases"", ""theodrenaline""], [""Theodrenaline"", ""decreases"", ""brotizolam""], [""Theodrenaline"", ""increases"", ""tianeptine""], [""Theodrenaline"", ""decreases"", ""loprazolam""], [""Tianeptine"", ""increases"", ""neuropsychiatric_effects""], [""Tianeptine"", ""treats"", ""depressive_disorder""]]","Lysergic acid diethylamide increases the activity of the hypertensive activities and has an effect on serotonin syndrome. It also decreases the efficacy of theodrenaline. Theodrenaline, in turn, decreases the efficacy of brotizolam and loprazolam while increasing the efficacy of tianeptine. Tianeptine, on the other hand, increases the neuropsychiatric effects and is a substance that treats depressive disorder.","[[""Lysergic_acid_diethylamide"", ""increases"", ""hypertensive_activities""], [""Lysergic_acid_diethylamide"", ""has_effect"", ""serotonin_syndrome""], [""Lysergic_acid_diethylamide"", ""decreases"", ""theodrenaline""], [""Theodrenaline"", ""decreases"", ""brotizolam""], [""Theodrenaline"", ""decreases"", ""loprazolam""], [""Theodrenaline"", ""increases"", ""tianeptine""], [""Tianeptine"", ""increases"", ""neuropsychiatric_effects""], [""Tianeptine"", ""treats"", ""depressive_disorder""]]"
